Sample	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	D.treeLikelihood
116000	-4964.42401345144	-4921.142884959818	-43.281128491622	83.7669281892859	14.529755111594874	1.4228125893753767	1.599756018299241	57.834876957666516	-4921.142884959818
117000	-4968.363570736891	-4924.440145500863	-43.92342523602863	96.21186657445963	14.660537548629424	1.4503805679086152	1.6274868830534241	57.33098903277214	-4924.440145500863
118000	-4948.624789496325	-4913.635115450358	-34.9896740459673	138.59540872484942	14.038985673238733	1.40086699297926	1.593384612123247	57.54169398464963	-4913.635115450358
119000	-4961.226051402485	-4918.402761853347	-42.82328954913722	122.94091022362677	13.627217569226824	1.3837666274910825	1.5834449869847076	56.140989163511094	-4918.402761853347
120000	-4961.4391600547515	-4925.129983039355	-36.30917701539655	170.15536158914352	13.531057552204611	1.3833881697975967	1.5870284376907324	56.41968792445988	-4925.129983039355
121000	-4971.636038385288	-4922.41522437088	-49.22081401440736	116.79568646105075	13.542550078824826	1.430318357931292	1.6215589500338052	56.97160641712814	-4922.41522437088
122000	-4966.28135496735	-4921.017568413019	-45.26378655433078	161.47947220531756	13.949391134811325	1.447382279344269	1.6433915182989984	58.34955647845556	-4921.017568413019
123000	-4966.382171387427	-4922.869552902085	-43.5126184853419	212.2058044887967	13.737764788894552	1.4261296154372844	1.6311339032579562	58.16577654469959	-4922.869552902085
124000	-4956.501264014626	-4928.985044193652	-27.516219820973518	203.03609470226294	14.282864746138838	1.485404296564261	1.6822406796000582	60.943886380677576	-4928.985044193652
125000	-4956.986248501784	-4927.282943516047	-29.703304985736462	124.74462355743503	13.863969573007495	1.4746595374801579	1.6685118886057415	59.83877896638409	-4927.282943516047
126000	-4951.325369562458	-4921.087814557876	-30.237555004581843	117.2699084116982	13.624983826498058	1.457707140580498	1.6563211289275868	59.6909868008815	-4921.087814557876
127000	-4964.046991861593	-4921.221607769147	-42.82538409244521	143.75136608889656	13.36546711643183	1.4102864216978848	1.6103669387964152	57.34068893291729	-4921.221607769147
128000	-4954.512216430655	-4919.085203235971	-35.42701319468412	110.93712702588351	13.010999400826206	1.3711730868289398	1.5725660137930588	56.42635426539456	-4919.085203235971
129000	-4956.843144485164	-4915.438233954112	-41.40491053105225	129.67303998365813	13.015685618624822	1.4053708138125187	1.6098045468404318	58.19307702473277	-4915.438233954112
130000	-4958.157965314094	-4917.615796862915	-40.54216845117958	108.49134395426695	12.827747707256567	1.404619853371787	1.6091947277218044	57.871453745647806	-4917.615796862915
131000	-4960.286528302543	-4916.465220255276	-43.821308047267344	126.26203351374168	12.771247606792521	1.422495681510814	1.6289614470761775	57.86895963139374	-4916.465220255276
132000	-4957.812375272828	-4920.1295121007515	-37.68286317207619	106.67329648227049	12.737720473705805	1.4141352938123464	1.6144668791929853	58.174091382082246	-4920.1295121007515
133000	-4959.5924783475	-4923.19715981553	-36.39531853197041	181.00044929528767	12.556133629854994	1.402264280526103	1.6149825599827397	57.84449178583323	-4923.19715981553
134000	-4969.240884518692	-4922.583731771195	-46.65715274749731	245.25110213119675	12.680782392181788	1.3581782627728949	1.5782498793562043	55.719270946168244	-4922.583731771195
135000	-4973.603557449179	-4925.071790869625	-48.53176657955335	129.8543743822462	12.069226405325729	1.327432017797833	1.5405029556256689	54.452114714133	-4925.071790869625
136000	-4971.109508869139	-4933.805417825379	-37.30409104376037	71.39426952689897	11.584266277347936	1.3306330780122837	1.5492467701101988	56.10795731455549	-4933.805417825379
137000	-4976.166462542042	-4930.670291500476	-45.49617104156513	139.12767213709535	11.334859250516741	1.266662502779981	1.49388016173169	53.36579893797691	-4930.670291500476
138000	-4984.002803452806	-4932.323334239665	-51.67946921314107	110.29440703672013	11.328680531729509	1.2862376033980019	1.5099513030876055	53.40268377924382	-4932.323334239665
139000	-4953.66162734609	-4923.560382435508	-30.101244910582768	176.17392897570863	11.623254544289798	1.2987249863209	1.5283257456501398	55.281590754623835	-4923.560382435508
140000	-4953.0924658437825	-4920.633473700163	-32.45899214361925	183.44879619835936	11.385685009211475	1.3020272497240675	1.5423238815842752	55.078303778800866	-4920.633473700163
141000	-4953.106422675191	-4917.2606569062	-35.84576576899143	136.67906481422256	11.359917904243606	1.288490787467	1.523975227903005	54.236172752282336	-4917.2606569062
142000	-4954.382243095401	-4916.518712182732	-37.86353091266846	121.65323636730317	10.722679839699975	1.2076528094081673	1.4537202381388206	51.96848478896488	-4916.518712182732
143000	-4971.2437285679325	-4922.018340889353	-49.225387678580056	221.31915551362638	10.786798933904956	1.2458706213707833	1.4978953189331308	53.134088986272815	-4922.018340889353
144000	-4974.097721500681	-4924.076095056076	-50.02162644460396	231.81199114083762	11.064763435496802	1.272883704879543	1.522567685382127	54.03072204223102	-4924.076095056076
145000	-4961.768746322971	-4913.289853698552	-48.47889262441958	101.83320547746438	10.793968108415458	1.2683459562805417	1.5167872607182793	53.73598534945929	-4913.289853698552
146000	-4959.6264349665435	-4914.1142803426	-45.51215462394339	98.06116923008972	11.240156457986313	1.310853050071109	1.5449720846811874	54.12547413072523	-4914.1142803426
